Probe Detununing,Ground Population
-314000000.0,0.999749147289057
-313372000.0,0.9997482319478026
-312744000.0,0.9997473117525836
-312116000.0,0.99974638667026
-311488000.0,0.9997454566674198
-310860000.0,0.999744521710377
-310232000.0,0.9997435817651692
-309604000.0,0.9997426367975544
-308976000.0,0.9997416867730086
-308348000.0,0.9997407316567234
-307720000.0,0.9997397714136032
-307092000.0,0.9997388060082626
-306464000.0,0.9997378354050235
-305836000.0,0.9997368595679117
-305208000.0,0.9997358784606563
-304580000.0,0.999734892046684
-303952000.0,0.999733900289118
-303324000.0,0.9997329031507753
-302696000.0,0.9997319005941631
-302068000.0,0.9997308925814753
-301440000.0,0.9997298790745914
-300812000.0,0.9997288600350717
-300184000.0,0.9997278354241552
-299556000.0,0.9997268052027565
-298928000.0,0.9997257693314621
-298300000.0,0.9997247277705281
-297672000.0,0.9997236804798767
-297044000.0,0.9997226274190926
-296416000.0,0.9997215685474208
-295788000.0,0.9997205038237623
-295160000.0,0.9997194332066717
-294532000.0,0.9997183566543526
-293904000.0,0.9997172741246562
-293276000.0,0.9997161855750764
-292648000.0,0.9997150909627462
-292020000.0,0.999713990244436
-291392000.0,0.9997128833765483
-290764000.0,0.9997117703151148
-290136000.0,0.9997106510157934
-289508000.0,0.9997095254338636
-288880000.0,0.9997083935242235
-288252000.0,0.9997072552413865
-287624000.0,0.9997061105394766
-286996000.0,0.9997049593722249
-286368000.0,0.9997038016929672
-285740000.0,0.9997026374546378
-285112000.0,0.9997014666097679
-284484000.0,0.99970028911048
-283856000.0,0.9996991049084852
-283228000.0,0.9996979139550783
-282600000.0,0.9996967162011345
-281972000.0,0.9996955115971046
-281344000.0,0.9996943000930113
-280716000.0,0.9996930816384462
-280088000.0,0.9996918561825626
-279460000.0,0.9996906236740748
-278832000.0,0.9996893840612512
-278204000.0,0.9996881372919111
-277576000.0,0.9996868833134207
-276948000.0,0.9996856220726875
-276320000.0,0.9996843535161573
-275692000.0,0.9996830775898079
-275064000.0,0.9996817942391467
-274436000.0,0.9996805034092044
-273808000.0,0.9996792050445311
-273180000.0,0.9996778990891914
-272552000.0,0.9996765854867598
-271924000.0,0.9996752641803163
-271296000.0,0.9996739351124401
-270668000.0,0.9996725982252074
-270040000.0,0.9996712534601832
-269412000.0,0.9996699007584193
-268784000.0,0.999668540060447
-268156000.0,0.9996671713062737
-267528000.0,0.9996657944353765
-266900000.0,0.9996644093866982
-266272000.0,0.9996630160986408
-265644000.0,0.9996616145090614
-265016000.0,0.9996602045552662
-264388000.0,0.9996587861740048
-263760000.0,0.999657359301466
-263132000.0,0.9996559238732706
-262504000.0,0.9996544798244679
-261876000.0,0.9996530270895276
-261248000.0,0.999651565602337
-260620000.0,0.9996500952961922
-259992000.0,0.999648616103795
-259364000.0,0.9996471279572454
-258736000.0,0.9996456307880366
-258108000.0,0.9996441245270482
-257480000.0,0.9996426091045415
-256852000.0,0.9996410844501518
-256224000.0,0.9996395504928834
-255596000.0,0.9996380071611035
-254968000.0,0.999636454382535
-254340000.0,0.9996348920842512
-253712000.0,0.9996333201926684
-253084000.0,0.9996317386335404
-252456000.0,0.9996301473319517
-251828000.0,0.9996285462123106
-251200000.0,0.9996269351983434
-250572000.0,0.9996253142130863
-249944000.0,0.9996236831788804
-249316000.0,0.9996220420173634
-248688000.0,0.9996203906494635
-248060000.0,0.999618728995392
-247432000.0,0.9996170569746372
-246804000.0,0.9996153745059558
-246176000.0,0.9996136815073675
-245548000.0,0.999611977896146
-244920000.0,0.9996102635888129
-244292000.0,0.9996085385011306
-243664000.0,0.9996068025480933
-243036000.0,0.9996050556439213
-242408000.0,0.9996032977020526
-241780000.0,0.9996015286351346
-241152000.0,0.9995997483550182
-240524000.0,0.9995979567727479
-239896000.0,0.9995961537985555
-239268000.0,0.9995943393418517
-238640000.0,0.9995925133112179
-238012000.0,0.9995906756143985
-237384000.0,0.9995888261582921
-236756000.0,0.9995869648489443
-236128000.0,0.9995850915915385
-235500000.0,0.999583206290388
-234872000.0,0.9995813088489273
-234244000.0,0.9995793991697043
-233616000.0,0.9995774771543702
-232988000.0,0.9995755427036728
-232360000.0,0.9995735957174461
-231732000.0,0.9995716360946026
-231104000.0,0.9995696637331234
-230476000.0,0.99956767853005
-229848000.0,0.9995656803814755
-229220000.0,0.9995636691825346
-228592000.0,0.9995616448273947
-227964000.0,0.9995596072092471
-227336000.0,0.999557556220297
-226708000.0,0.9995554917517546
-226080000.0,0.9995534136938251
-225452000.0,0.9995513219356997
-224824000.0,0.9995492163655454
-224196000.0,0.9995470968704955
-223568000.0,0.9995449633366397
-222940000.0,0.9995428156490144
-222312000.0,0.9995406536915925
-221684000.0,0.9995384773472732
-221056000.0,0.9995362864978725
-220428000.0,0.9995340810241123
-219800000.0,0.9995318608056105
-219172000.0,0.9995296257208705
-218544000.0,0.9995273756472708
-217916000.0,0.9995251104610546
-217288000.0,0.9995228300373189
-216660000.0,0.9995205342500035
-216032000.0,0.9995182229718822
-215404000.0,0.9995158960745493
-214776000.0,0.9995135534284101
-214148000.0,0.9995111949026703
-213520000.0,0.9995088203653236
-212892000.0,0.9995064296831426
-212264000.0,0.9995040227216655
-211636000.0,0.9995015993451856
-211008000.0,0.9994991594167405
-210380000.0,0.9994967027981008
-209752000.0,0.999494229349757
-209124000.0,0.9994917389309099
-208496000.0,0.9994892313994579
-207868000.0,0.9994867066119857
-207240000.0,0.9994841644237521
-206612000.0,0.9994816046886785
-205984000.0,0.9994790272593376
-205356000.0,0.9994764319869403
-204728000.0,0.9994738187213242
-204100000.0,0.9994711873109422
-203472000.0,0.9994685376028495
-202844000.0,0.9994658694426911
-202216000.0,0.999463182674691
-201588000.0,0.9994604771416387
-200960000.0,0.9994577526848772
-200332000.0,0.9994550091442905
-199704000.0,0.9994522463582916
-199076000.0,0.999449464163809
-198448000.0,0.9994466623962758
-197820000.0,0.9994438408896154
-197192000.0,0.9994409994762297
-196564000.0,0.9994381379869862
-195936000.0,0.9994352562512062
-195308000.0,0.9994323540966505
-194680000.0,0.9994294313495077
-194052000.0,0.9994264878343814
-193424000.0,0.9994235233742768
-192796000.0,0.9994205377905879
-192168000.0,0.9994175309030862
-191540000.0,0.9994145025299045
-190912000.0,0.9994114524875282
-190284000.0,0.9994083805907785
-189656000.0,0.9994052866528025
-189028000.0,0.9994021704850582
-188400000.0,0.9993990318973027
-187772000.0,0.9993958706975792
-187144000.0,0.9993926866922033
-186516000.0,0.9993894796857515
-185888000.0,0.9993862494810469
-185260000.0,0.9993829958791473
-184632000.0,0.9993797186793324
-184004000.0,0.9993764176790899
-183376000.0,0.9993730926741042
-182748000.0,0.9993697434582429
-182120000.0,0.9993663698235441
-181492000.0,0.9993629715602043
-180864000.0,0.9993595484565649
-180236000.0,0.9993561002991009
-179608000.0,0.9993526268724079
-178980000.0,0.9993491279591892
-178352000.0,0.9993456033402448
-177724000.0,0.999342052794458
-177096000.0,0.9993384760987841
-176468000.0,0.999334873028238
-175840000.0,0.9993312433558824
-175212000.0,0.9993275868528165
-174584000.0,0.9993239032881637
-173956000.0,0.9993201924290606
-173328000.0,0.9993164540406454
-172700000.0,0.9993126878860463
-172072000.0,0.9993088937263718
-171444000.0,0.9993050713206981
-170816000.0,0.9993012204260594
-170188000.0,0.9992973407974372
-169560000.0,0.9992934321877501
-168932000.0,0.9992894943478429
-168304000.0,0.9992855270264773
-167676000.0,0.999281529970323
-167048000.0,0.9992775029239461
-166420000.0,0.9992734456298019
-165792000.0,0.9992693578282241
-165164000.0,0.9992652392574183
-164536000.0,0.9992610896534508
-163908000.0,0.9992569087502432
-163280000.0,0.9992526962795627
-162652000.0,0.9992484519710148
-162024000.0,0.999244175552036
-161396000.0,0.9992398667478879
-160768000.0,0.9992355252816492
-160140000.0,0.9992311508742101
-159512000.0,0.9992267432442666
-158884000.0,0.9992223021083149
-158256000.0,0.9992178271806458
-157628000.0,0.9992133181733407
-157000000.0,0.9992087747962669
-156372000.0,0.9992041967570737
-155744000.0,0.9991995837611897
-155116000.0,0.9991949355118186
-154488000.0,0.9991902517099379
-153860000.0,0.9991855320542965
-153232000.0,0.9991807762414131
-152604000.0,0.9991759839655749
-151976000.0,0.999171154918838
-151348000.0,0.9991662887910273
-150720000.0,0.999161385269736
-150092000.0,0.9991564440403287
-149464000.0,0.9991514647859413
-148836000.0,0.9991464471874855
-148208000.0,0.9991413909236496
-147580000.0,0.9991362956709038
-146952000.0,0.9991311611035035
-146324000.0,0.9991259868934952
-145696000.0,0.9991207727107208
-145068000.0,0.999115518222825
-144440000.0,0.9991102230952621
-143812000.0,0.9991048869913026
-143184000.0,0.9990995095720434
-142556000.0,0.999094090496415
-141928000.0,0.9990886294211929
-141300000.0,0.9990831260010076
-140672000.0,0.9990775798883551
-140044000.0,0.9990719907336107
-139416000.0,0.9990663581850401
-138788000.0,0.9990606818888145
-138160000.0,0.9990549614890242
-137532000.0,0.9990491966276941
-136904000.0,0.9990433869447992
-136276000.0,0.999037532078282
-135648000.0,0.9990316316640704
-135020000.0,0.9990256853360945
-134392000.0,0.9990196927263076
-133764000.0,0.9990136534647052
-133136000.0,0.999007567179345
-132508000.0,0.9990014334963702
-131880000.0,0.9989952520400297
-131252000.0,0.9989890224327026
-130624000.0,0.9989827442949213
-129996000.0,0.9989764172453948
-129368000.0,0.9989700409010362
-128740000.0,0.9989636148769859
-128112000.0,0.9989571387866394
-127484000.0,0.9989506122416733
-126856000.0,0.9989440348520733
-126228000.0,0.9989374062261624
-125600000.0,0.998930725970628
-124972000.0,0.9989239936905526
-124344000.0,0.9989172089894411
-123716000.0,0.9989103714692514
-123088000.0,0.9989034807304235
-122460000.0,0.9988965363719093
-121832000.0,0.998889537991203
-121204000.0,0.9988824851843697
-120576000.0,0.9988753775460765
-119948000.0,0.9988682146696203
-119320000.0,0.9988609961469581
-118692000.0,0.9988537215687349
-118064000.0,0.9988463905243118
-117436000.0,0.9988390026017929
-116808000.0,0.9988315573880515
-116180000.0,0.9988240544687553
-115552000.0,0.9988164934283902
-114924000.0,0.9988088738502823
-114296000.0,0.9988011953166188
-113668000.0,0.998793457408466
-113040000.0,0.9987856597057866
-112412000.0,0.9987778017874529
-111784000.0,0.9987698832312583
-111156000.0,0.9987619036139256
-110528000.0,0.9987538625111114
-109900000.0,0.9987457594974083
-109272000.0,0.9987375941463401
-108644000.0,0.9987293660303561
-108016000.0,0.9987210747208178
-107388000.0,0.9987127197879809
-106760000.0,0.9987043008009726
-106132000.0,0.9986958173277606
-105504000.0,0.9986872689351172
-104876000.0,0.9986786551885738
-104248000.0,0.9986699756523695
-103620000.0,0.9986612298893883
-102992000.0,0.9986524174610899
-102364000.0,0.9986435379274271
-101736000.0,0.998634590846754
-101108000.0,0.998625575775722
-100480000.0,0.9986164922691619
-99852000.0,0.9986073398799535
-99224000.0,0.99859811815888
-98596000.0,0.9985888266544652
-97968000.0,0.9985794649127945
-97340000.0,0.9985700324773175
-96712000.0,0.9985605288886306
-96084000.0,0.9985509536842383
-95456000.0,0.9985413063982919
-94828000.0,0.9985315865613027
-94200000.0,0.9985217936998314
-93572000.0,0.9985119273361476
-92944000.0,0.9985019869878602
-92316000.0,0.9984919721675152
-91688000.0,0.9984818823821607
-91060000.0,0.9984717171328734
-90432000.0,0.9984614759142478
-89804000.0,0.9984511582138432
-89176000.0,0.9984407635115848
-88548000.0,0.9984302912791194
-87920000.0,0.9984197409791182
-87292000.0,0.9984091120645268
-86664000.0,0.998398403977756
-86036000.0,0.9983876161498122
-85408000.0,0.998376747999359
-84780000.0,0.9983657989317125
-84152000.0,0.9983547683377563
-83524000.0,0.9983436555927792
-82896000.0,0.998332460055228
-82268000.0,0.9983211810653643
-81640000.0,0.9983098179438277
-81012000.0,0.9982983699900927
-80384000.0,0.998286836480814
-79756000.0,0.9982752166680519
-79128000.0,0.9982635097773729
-78500000.0,0.998251715005811
-77872000.0,0.9982398315196859
-77244000.0,0.9982278584522658
-76616000.0,0.998215794901262
-75988000.0,0.9982036399261492
-75360000.0,0.9981913925452932
-74732000.0,0.9981790517328775
-74104000.0,0.9981666164156106
-73476000.0,0.9981540854692023
-72848000.0,0.9981414577145913
-72220000.0,0.9981287319139035
-71592000.0,0.9981159067661275
-70964000.0,0.9981029809024815
-70336000.0,0.9980899528814529
-69708000.0,0.9980768211834847
-69080000.0,0.9980635842052851
-68452000.0,0.9980502402537273
-67824000.0,0.9980367875393191
-67196000.0,0.9980232241691962
-66568000.0,0.9980095481396171
-65940000.0,0.9979957573279125
-65312000.0,0.99798184948385
-64684000.0,0.9979678222203726
-64056000.0,0.9979536730036541
-63428000.0,0.9979393991424274
-62800000.0,0.9979249977765201
-62172000.0,0.9979104658645385
-61544000.0,0.9978958001706295
-60916000.0,0.9978809972502468
-60288000.0,0.9978660534348359
-59660000.0,0.9978509648153527
-59032000.0,0.9978357272245142
-58404000.0,0.9978203362176751
-57776000.0,0.9978047870522121
-57148000.0,0.9977890746652865
-56520000.0,0.9977731936498438
-55892000.0,0.9977571382286922
-55264000.0,0.9977409022264895
-54636000.0,0.9977244790394473
-54008000.0,0.997707861602545
-53380000.0,0.9976910423540206
-52752000.0,0.9976740131968823
-52124000.0,0.9976567654571596
-51496000.0,0.997639289838579
-50868000.0,0.9976215763733132
-50240000.0,0.9976036143684205
-49612000.0,0.997585392347542
-48984000.0,0.9975668979873717
-48356000.0,0.9975481180483727
-47728000.0,0.9975290382991289
-47100000.0,0.9975096434336721
-46472000.0,0.9974899169810276
-45844000.0,0.9974698412061359
-45216000.0,0.9974493970012063
-44588000.0,0.9974285637664319
-43960000.0,0.9974073192788657
-43332000.0,0.9973856395481018
-42704000.0,0.9973634986572227
-42076000.0,0.9973408685872733
-41448000.0,0.9973177190232909
-40820000.0,0.9972940171396395
-40192000.0,0.9972697273620933
-39564000.0,0.9972448111037501
-38936000.0,0.9972192264714341
-38308000.0,0.9971929279387645
-37680000.0,0.997165865981494
-37052000.0,0.9971379866700649
-36424000.0,0.9971092312135555
-35796000.0,0.9970795354482752
-35168000.0,0.9970488292632116
-34540000.0,0.9970170359532605
-33912000.0,0.9969840714896983
-33284000.0,0.9969498436955775
-32656000.0,0.996914251311648
-32028000.0,0.9968771829358986
-31400000.0,0.9968385158168328
-30772000.0,0.996798114477015
-30144000.0,0.9967558291391104
-29516000.0,0.9967114939214409
-28888000.0,0.9966649247637827
-28260000.0,0.9966159170364562
-27632000.0,0.9965642427764173
-27004000.0,0.9965096474825829
-26376000.0,0.9964518463885337
-25748000.0,0.9963905201133092
-25120000.0,0.9963253095693921
-24492000.0,0.9962558099800395
-23864000.0,0.9961815638243772
-23236000.0,0.9961020524862142
-22608000.0,0.99601668632884
-21980000.0,0.9959247928497922
-21352000.0,0.9958256024823011
-20724000.0,0.9957182314979032
-20096000.0,0.9956016613195687
-19468000.0,0.9954747133658094
-18840000.0,0.9953360182988508
-18212000.0,0.9951839782237537
-17584000.0,0.9950167199523225
-16956000.0,0.994832036866514
-16328000.0,0.9946273161359053
-15700000.0,0.9943994469846617
-15072000.0,0.9941447042543619
-14444000.0,0.9938585995103798
-13816000.0,0.9935356891605961
-13188000.0,0.9931693251600794
-12560000.0,0.9927513283728595
-11932000.0,0.9922715568313177
-11304000.0,0.9917173299181773
-10676000.0,0.9910726533544857
-10048000.0,0.9903171665963013
-9420000.0,0.9894247007502505
-8792000.0,0.9883612874484445
-8164000.0,0.9870823930272841
-7536000.0,0.9855290659320397
-6908000.0,0.9836225873973398
-6280000.0,0.981257150018253
